CF	ID	Name
C13H19NO4S	C07372	Probenecid
C31H48O2S2	C07373	Probucol
C19H29NO	C07378	Procyclidine
C21H27NO3	C07381	Propafenone
C47H51NO14	C07394	Paclitaxel
C3H11NO7P2	C07395	Pamidronate
C21H25N3O2S	C07397	Quetiapine
C25H30N2O5	C07398	Quinapril
C7H9N2O	C07400	Pralidoxime
C13H21N3O	C07401	Procainamide
C17H20N2S	C07404	Promethazine
C11H14N2S	C07409	Pyrantel
C9H13N2O2	C07410	Pyridostigmine
C26H28N3	C07412	Pyrvinium
C11H13N	C07414	Pargyline
C19H20FNO3	C07415	Paroxetine
C18H29NO2	C07416	Penbutolol
C10H15N5O3	C07417	Penciclovir
C5H11NO2S	C07418	Penicillamine
C19H24N4O2	C07420	Pentamidine
C19H27NO	C07421	Pentazocine
C13H18N4O3	C07424	Pentoxifylline
C19H26N2S	C07425	Pergolide
C11H11N5	C07429	Phenazopyridine
C8H12N2	C07430	Phenelzine
C14H20N2O2	C07445	Pindolol
C9H16N4S	C07448	Burimamide
C9H16N4S2	C07449	Metiamide
C6H11N5	C07454	N-Guanylhistamine
C3H5N3O9	C07455	Nitroglycerin
C6H8N2O8	C07456	Isosorbide dinitrate
C6H8N2O2S	C07458	Sulfanilamide
C32H41NO2	C07463	Terfenadine
C22H22FN3O3	C07464	Ketanserin
C33H50N4O6S	C07465	Remikiren
C35H56N6O6	C07466	Enalkiren
C23H24N2O4S	C07467	Eprosartan
C24H20N6O3	C07468	Candesartan
C25H28N6O	C07469	Irbesartan
C8H18NO2	C07471	Methacholine
C9H20NO2	C07473	Muscarine
C22H27NO2	C07475	Lobeline
C8H10N4O2	C07481	Caffeine
C17H15N5O	C07484	Zaleplon
C15H11N3O3	C07487	Nitrazepam
C15H14N2O2	C07493	10-Hydroxycarbazepine
C7H16FO2P	C07494	Soman
C15H14N2O3	C07495	Dihydroxycarbazepine
C10H19O6PS2	C07497	Malathion
C10H19O7PS	C07498	Malaoxon
C11H14N2O4	C07501	Felbamate
C12H21NO8S	C07502	Topiramate
C20H25NO2S2	C07503	Tiagabine
C8H8N2O3S	C07504	Zonisamide
C23H30NO3	C07506	Propantheline
C19H21N5O2	C07508	Pirenzepine
C12H30N2	C07510	Hexamethonium
C8H20N	C07512	Tetraethylammonium
C3H2F6O	C07519	Desflurane
C4H3F7O	C07520	Sevoflurane
C11H18N2O2S	C07521	Thiopental
C17H28N2O	C07530	Etidocaine
C13H20N2O	C07531	Prilocaine
C11H18N2O3	C07536	Amobarbital
C17H21N	C07538	Benzphetamine
C13H17N3O	C07539	Aminopyrine
C33H35N5O5	C07544	Ergotamine
C14H30N2O4	C07546	Succinylcholine
C35H60N2O4	C07551	Pancuronium
C34H57N2O4	C07553	Vecuronium
C35H62N4O4	C07554	Pipecuronium
C32H53N2O4	C07556	Rocuronium
C12H20N2O2S2	C07558	Methitural
C16H24N2O	C07564	Ropinirole
C28H29F2N3O	C07566	Pimozide
C7H10N2OS	C07569	Propylthiouracil
C15H21F3N2O2	C07571	Fluvoxamine
C20H21FN2O	C07572	Citalopram
C12H13N5O2S	C07573	Prontosil
C17H25N	C07575	Phencyclidine
C12H17N2O4P	C07576	Psilocybin
C6H4N4	C07581	Pteridine
C14H12N6O3	C07582	Pteroic acid
C8H9N3O2	C07585	N-Acetylisoniazid
C17H14F3N3O2S	C07589	Celecoxib
C17H14O4S	C07590	Rofecoxib
C25H45FeN6O8	C07597	Ferroxamine
C4H6O4S2	C07598	Succimer
C5H4N4O2	C07599	Alloxanthine
C6H10OS2	C07600	Allicin
C20H24O11	C07603	Ginkgolide C
C30H16O8	C07606	Hypericin
C55H75N17O13	C07607	Gonadotropin-releasing hormone I
C35H52O4	C07608	Hyperforin
C7H10N2O2S	C07615	Carbimazole
C13H16N2O2	C07617	Aminoglutethimide
C21H26O2	C07618	Mestranol
C25H32O2	C07619	Quinestrol
C16H14F3N5O	C07622	Voriconazole
C14H18N6O	C07624	Abacavir
C15H21N3O	C07627	Primaquine
C22H30O	C07629	Desogestrel
C12H14N4O4S	C07630	Sulfadoxine
C17H16F6N2O	C07633	Mefloquine
C9H5I2NO	C07636	Iodoquinol
C15H12I3NO4	C07639	"3,3',5'-Triiodo-L-thyronine"
C6H12N3PS	C07641	Thiotepa
C9H12N6	C07642	Triethylenemelamine
C5H5N5S	C07648	Thioguanine
C4H3FN2O2	C07649	5-FU
C9H11F2N3O4	C07650	Gemcitabine
C5H14N2S	C07651	WR 1065
C11H11F3N2O3	C07653	Flutamide
C22H22N2O8	C07654	Methacycline
C13H23NO9	C07655	Streptobiosamine
C21H43N5O7	C07656	Gentamicin C1
C21H41N5O7	C07657	Netilmicin
C10H10N4O2S	C07658	Sulfadiazine
C17H13N3O5S2	C07659	Sulfathalidine
C18H20FN3O4	C07660	Levofloxacin
C19H22FN3O4	C07661	Gatifloxacin
C19H22F2N4O3	C07662	Sparfloxacin
C21H24FN3O4	C07663	Moxifloxacin
C20H15F3N4O3	C07664	Trovafloxacin
C8H10N2S	C07665	Ethionamide
C12H12N2O2S	C07666	Dapsone
C30H30O8	C07667	Gossypol
C24H34N4O5S	C07669	Glimepiride
C2H7N5	C07672	Biguanide
C10H15N5	C07673	Phenformin
C6H15N5	C07674	Buformin
C19H20N2O3S	C07675	Pioglitazone
C20H24N2O6	C07699	Nisoldipine
C27H34N2O7	C07704	Moexipril
C19H32N2O5	C07706	Perindopril
C33H34N6O6	C07709	Candesartan cilexetil
C33H30N4O2	C07710	Telmisartan
C27H44O	C07711	Previtamin D(3)
C12H10O6	C07734	"2-Hydroxy-6-oxo-6-(2-hydroxyphenoxy)-hexa-2,4-dienoate"
C2H8O7P2	C07736	Etidronic acid
C22H25N3O4S	C07743	Moricizine
C22H31NO	C07750	Tolterodine
C19H27N3O5S2	C07751	Dofetilide
C4H13NO7P2	C07752	Alendronic acid
C20H36N2O3S	C07753	Ibutilide
C10H12N2O5S	C07756	7-Aminocephalosporanic acid
C15H14F3N3O4S2	C07758	Bendroflumethiazide
C12H21N3O5S3	C07760	Brinzolamide
C16H16N2O6S2	C07761	Cephalothin
C8H8F3N3O4S2	C07763	Hydroflumethiazide
C5H8N4O3S2	C07764	Methazolamide
C10H12N4O5S	C07771	Tazobactam
C20H22N2	C07774	Azatadine
C17H26N4O	C07785	Emedastine
C21H23NO3	C07789	Olopatadine
C19H19N	C07790	Phenindamine
C17H25N3O2S	C07792	Naratriptan
C33H37N5O5	C07798	Dihydroergotamine
C19H24N2O4	C07805	Formoterol
C12H20N2O3	C07807	Pirbuterol
C24H25NO4	C07809	Flavoxate
C20H33N2O	C07811	Hexocyclium
C22H27F3O4S	C07815	Fluticasone
C10H14N4O4	C07819	Dyphylline
C15H14FN3O3	C07825	Flumazenil
C10H16N2O3	C07827	Butabarbital
C13H14N2O3	C07829	Mephobarbital
C6H12O3	C07834	Paraldehyde
C16H15N2O6P	C07840	Fosphenytoin
C8H14N2O2	C07841	Levetiracetam
C12H18N2O2S	C07846	Thiamylal
C21H26NO3	C07849	Methantheline
C20H28N2O3	C07851	Oxyphencyclimine
C23H29NO3	C07852	Propiverine
C22H26NO3	C07853	Clidinium
C21H36NO	C07861	Tridihexethyl
C18H21N3O3S	C07864	Rabeprazole
C7H5BiO4	C07870	Bismuth subsalicylate
C28H28N2O2	C07871	Difenoxin
C30H32N2O2	C07872	Diphenoxylate
C20H38O7S	C07874	"1,4-Bis(2-ethylhexyl) sulfosuccinate"
C20H29N3O2	C07879	Dibucaine
C11H17N	C07889	Mephentermine
C12H18N2O4	C07890	Midodrine
C16H26N2O3	C07895	Propoxycaine
C12H9F3N2O2	C07905	Leflunomide
C23H31NO7	C07908	Mycophenolate mofetil
C51H79NO13	C07909	Sirolimus
C13H10N2O4	C07910	Thalidomide
C13H16N2	C07912	Tetrahydrozoline
C16H24N2	C07913	Xylometazoline
C17H27NO4	C07915	Metipranolol
C40H48N2O6	C07919	Metocurine
C12H24N2O4	C07927	Carisoprodol
C18H23NO	C07935	Orphenadrine
C8H5F3N2OS	C07937	Riluzole
C21H29NO	C07941	Biperiden
C14H15N3O5	C07943	Entacapone
C29H38F3N3O2S	C07955	Fluphenazine enanthate
C32H44F3N3O2S	C07956	Fluphenazine depot
C22H36N2O5S	C07965	Tirofiban
C26H34FNO5	C07966	Cerivastatin
C10H21N3O	C07968	Diethylcarbamazine
C4H10N2	C07973	Piperazine
C51H40N6O23S6	C07974	Suramin
C14H10MgO6	C07995	Magnesium salicylate
C6H12F2N2O2	C07997	Eflornithine
C8H7N3O5	C07999	Furazolidone
C12H15AsN6OS2	C08001	Melarsoprol
C10H13N3O5S	C08002	Nifurtimox
C21H32N6O3	C08005	Alfentanil
C29H41NO4	C08007	Buprenorphine
C23H31NO2	C08012	Levomethadyl acetate
C17H23NO	C08014	Levorphanol
C20H28N2O5	C08021	Remifentanil
C22H30N2O2S	C08022	Sufentanil
C34H50N4O9S	C08033	Dalfopristin
C9H10N4O2S2	C08050	Sulfamethizole
C12H10N2O5	C08052	Cinoxacin
C3H6N2O2	C08057	Cycloserine
C47H64N4O12	C08059	Rifapentine
C12H9N	C08060	Carbazole
C23H27N	C08067	Butenafine
C21H21N	C08071	Naftifine
C33H47NO13	C08073	Natamycin
C21H25N	C08079	Terbinafine
C25H35N3O6S	C08086	Amprenavir
C16H28N2O4	C08092	Oseltamivir
C12H20N4O7	C08095	Zanamivir
C15H17N7O5S3	C08103	Cefmetazole
C20H22N4O10S	C08107	Cefuroxime axetil
C14H13N5O5S2	C08110	Cefdinir
C19H24N6O5S2	C08111	Cefepime
C15H17N5O6S2	C08114	Cefpodoxime
C21H27N5O9S2	C08115	Cefpodoxime proxetil
C15H14N4O6S2	C08117	Ceftibuten
C21H27N3O7S	C08122	Bacampicillin
C18H22O8P2	C08145	Diethylstilbestrol diphosphate
C16H20FN3O4	C08146	Linezolid
C27H34O3	C08155	Nandrolone phenpropionate
C27H40O3	C08156	Testosterone cypionate
C17H19N5	C08159	Anastrozole
C18H14F4N2O4S	C08160	Bicalutamide
C17H11N5	C08163	Letrozole
C12H10F3N3O4	C08164	Nilutamide
C14H13N3O4S2	C08169	Meloxicam
C29H42O6	C08176	Hydrocortisone cypionate
C27H38O6	C08182	Prednisolone tebutate
C25H31FO8	C08184	Triamcinolone diacetate
C30H41FO7	C08185	Triamcinolone hexacetonide
C26H37N5O2	C08187	Cabergoline
C6H11AuO5S	C08193	Aurothioglucose
C11H12I3NO2	C08217	Iopanoic acid
C7H11NO7P2	C08233	Risedronic acid
C7H14O4	C08237	Oleandrose
C36H62O31	C08238	alpha-Galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-galactosyl-(1-6)-alpha-gl
C9H14N2O6P	C08249	Pyrimidine 5'-deoxynucleotide
C30H52O26	C08252	Verbascose
C12H24O11	C08254	Clusianose
C7H14O6	C08257	(-)-Quebrachitol
C7H16O7	C08260	Volemitol
C4H9N3O3	C08264	L-Albizziine
C6H10N2O5	C08266	L-alpha-Amino-gamma-oxalylaminobutyric acid
C8H14N2O4	C08271	Coprine
C10H9N5O	C08272	Kinetin
C7H14N2O4S2	C08275	L-Djenkolic acid
C22H44O2	C08281	Docosanoic acid
C16H32O4	C08285	"10,16-Dihydroxyhexadecanoic acid"
C7H16N4O3	C08286	(+)-gamma-Hydroxy-L-homoarginine
C7H15N3O2	C08288	Indospicine
C7H10N4O2	C08290	Lathyrine
C4H10N2O2	C08291	3-Methylamino-L-alanine
C6H11NO3S	C08295	S-[(E)-Prop-1-enyl]-L-cysteine S-oxide
C5H7N3O5	C08296	Quisqualic acid
C12H16N2	C08302	"N,N-Dimethyltryptamine"
C6H13N3	C08303	Galegine
C11H14N2	C08304	Gramine
C28H38N8O4	C08307	Hordatine A
C29H40N8O5	C08308	Hordatine B
C13H18N2O	C08309	"N,N-Dimethyl-5-methoxytryptamine"
C12H19NO3	C08310	N-Methylmescaline
C4H6N2O2	C08311	Muscimol
C9H9N	C08313	Skatole
C22H42O2	C08316	Erucic acid
C24H48O2	C08320	Tetracosanoic acid
C14H26O2	C08322	Myristoleic acid
C14H20N2O9	C08324	Acalyphin
C20H27NO11	C08325	Amygdalin
C39H49NO21	C08326	Anthemis glycoside A
C34H41NO17	C08327	Anthemis glycoside B
C12H17NO6	C08329	Deidaclin
C12H17NO8	C08331	Gynocardin
C16H27NO11	C08333	Linustatin
C19H25NO10	C08335	Lucumin
C17H29NO11	C08336	Neolinustatin
C16H25NO10	C08337	Proacaciberin
C11H17NO6	C08338	Proacacipetalin
C20H27NO12	C08339	Proteacin
C11H17NO7	C08340	Sarmentosin
C11H17NO8	C08341	Sarmentosin epoxide
C12H17NO7	C08344	Volkenin
C14H17NO7	C08345	Zierin
C5H10O4	C08347	2-Deoxy-alpha-D-ribopyranose
C18H24O5S	C08357	Estradiol-17beta 3-sulfate
C19H24O6S	C08358	2-Methoxyestrone 3-sulfate
C19H26O6S	C08359	2-Methoxyestradiol-17beta 3-sulfate
C19H34O2	C08366	Sterculic acid
C6H10S2	C08369	Diallyl disulfide
C6H10S	C08370	Diallyl sulfide
C2H6S2	C08371	Dimethyl disulfide
C2H6S3	C08372	Dimethyl trisulfide
C6H14S2	C08373	Dipropyl disulfide
C12H26	C08374	Dodecane
C12H20O	C08375	"(3Z,6Z,9Z)-3,6,9-Dodecatrien-1-ol"
C31H64	C08376	Hentriacontane
C31H60O2	C08377	"14,16-Hentriacontanedione"
C31H64O	C08378	Hentriacontan-1-ol
C31H62O	C08379	Hentriacontan-16-one
C26H54O	C08381	Hexacosan-1-ol
C2H4S5	C08382	Lenthionine
C4H8S2	C08383	Methyl allyl disulfide
C29H60	C08384	Nonacosane
C29H60O	C08385	(10S)-Nonacosan-10-ol
C29H58O	C08386	Nonacosan-10-one
C28H58O	C08387	Octacosan-1-ol
C15H32	C08388	Pentadecane
C3H6OS	C08389	Propanethial S-oxide
C3H8S	C08391	Propane-2-thiol
C30H62O	C08392	Triacontan-1-ol
C33H68	C08393	Tritriacontane
C33H64O2	C08394	"Tritriacontane-16,18-dione"
C13H14	C08395	Aethusin
C18H25NO	C08396	Anacyclin
C12H8S2	C08397	"5-(3-Buten-1-ynyl)-2,2'-bithiophene"
C12H8O	C08398	Capillin
C13H25NO10S3	C08400	Glucoalyssin
C13H25NO9S3	C08401	Glucoberteroin
C12H21NO9S2	C08403	Glucobrassicanapin
C8H15NO9S2	C08404	Glucocapparin
C11H21NO11S3	C08405	Glucocheirolin
C12H23NO10S2	C08406	Glucocleomin
C11H21NO10S2	C08408	Glucoconringiin
C12H23NO9S3	C08409	Glucoerucin
C12H23NO11S3	C08410	Glucoerysolin
C11H21NO10S3	C08411	Glucoiberin
C11H21NO9S3	C08412	Glucoiberverin
C9H17NO9S2	C08413	Glucolepidiin
C11H19NO9S2	C08415	Gluconapin
C12H21NO10S2	C08416	Gluconapoleiferin
C15H21NO9S2	C08417	Gluconasturtiin
C10H19NO9S2	C08418	Glucoputranjivin
C12H23NO10S3	C08419	Glucoraphanin
C12H21NO10S3	C08420	Glucoraphenin
C16H20N2O10S2	C08422	4-Hydroxyglucobrassicin
C17H22N2O10S2	C08424	Neoglucobrassicin
C11H19NO10S2	C08425	Progoitrin
C14H19NO10S2	C08426	Sinalbin
C10H17NO9S2	C08427	Sinigrin
C16H20N2O12S3	C08428	(N-Sulfoindol-3-yl)methylglucosinolate
C11H15N2O9P	C08429	Clitidine 5'-phosphate
C10H15N3O8	C08430	Convicine
C10H13N5O3	C08431	Cordycepin
C10H13N5O5	C08432	Isoguanosine
C43H48N4O6	C08433	Amataine
C6H7N5	C08434	6-Methylaminopurine
C10H13N5	C08435	Triacanthine
C10H16N4O7	C08437	Vicine
C39H54N10O14S	C08438	alpha-Amanitin
C35H48N8O11S	C08439	Phalloidin
C15H34N9O8PS	C08440	Phaseolotoxin
C22H30N4O4	C08441	Tentoxin
C28H43N5O12S	C08442	Ustiloxin
C17H20O	C08445	Dehydrofalcarinone
C20H31NO	C08454	"(E,E,E)-N-(2-Methylpropyl)hexadeca-2,6,8-trien-10-ynamide"
C13H8	C08456	Phenylheptatriyne
C13H10	C08457	"1-Phenyl-5-heptene-1,3-diyne"
C18H32O2	C08459	Stearolic acid
C12H8S3	C08460	alpha-Terthienyl
C13H8S2	C08462	Thiarubrine B
C6H2	C08463	Triacetylene
C13H6	C08464	"1-Tridecene-3,5,7,9,11-pentayne"
C16H21NO6	C08468	Acremoauxin A
C17H11NO7	C08469	Aristolochic acid
C16H13NO5	C08472	Avenanthramide A
C12H18N2O12	C08474	Coronarian
C11H13N3O6	C08475	Cucumopine
C7H4O6	C08476	Chelidonic acid
C14H11NO6	C08478	Dianthramine
C35H62O3	C08484	Epoxymurin-A
C35H64O6	C08488	Giganin
C15H21N3O15	C08495	Karakin
C9H15N3O7	C08496	Lycomarasmine B
C6H8O2	C08502	Parasorbic acid
C13H24N2O11	C08504	Macrozamin
C37H66O8	C08505	Purpureacin-1
C12H14N2OS2	C08506	Methoxybrassinin
C9H17NO8	C08507	Miserotoxin
C16H26N4O2	C08510	Ruscopine
C11H16O8	C08512	Ranunculin
C19H25NO3	C08518	Belladine
C18H19NO6	C08520	Candimine
C19H22N2O3	C08522	Caribine
C17H17NO5	C08528	Hippeastrine
C20H23NO12	C08529	Kalbreclasine
C14H13NO6	C08531	Lycoricidine
C14H13NO7	C08533	Narciclasine
C14H15NO8	C08535	Pancratistatin
C30H34N2O19	C08537	Amaranthin
C9H9NO5	C08538	Betalamic acid
C30H36N2O18	C08541	Bougainvillein-r-I
C40H42N2O22	C08542	Celosianin II
C18H18N2O8	C08543	Dopaxanthin
C37H66O7	C08545	Squamocin
C14H16N2O6	C08549	Indicaxanthin
C36H42N2O23	C08550	Iresinin I
C24H26N2O13	C08551	Isobetanin
C34H34N2O16	C08552	Lampranthin II
C33H60O8	C08553	PM-Toxin A
C14H18N2O7S	C08554	Miraxanthin-I
C13H14N2O8	C08555	Miraxanthin-II
C17H18N2O5	C08556	Miraxanthin-III
C17H18N2O6	C08557	Miraxanthin-V
C18H28O9	C08558	Tuberonic acid glucoside
C14H13N3O8	C08559	Musca-aurin-I
C18H16N2O10	C08560	Musca-aurin-II
C11H18O8	C08561	Tuliposide A
C15H16N4O6	C08562	Musca-aurin-VII
C18H14N2O10	C08563	Muscapurpurin
C14H16N2O7	C08564	Portulacaxanthin I
C18H18N2O7	C08565	Portulacaxanthin II
C11H12N2O6	C08566	Portulacaxanthin III
C24H26N2O16S	C08567	Prebetanin
C14H17N3O7	C08568	Vulgaxanthin-I
C14H16N2O8	C08569	Vulgaxanthin-II
C11H18O9	C08570	Tuliposide B
C39H68O7	C08572	Uvaricin
C15H11O4	C08574	Apigeninidin
C15H11O6	C08575	Aurantinidin
C40H52O4	C08580	Astaxanthin
C27H38O4	C08581	Azafrin
C40H52O2	C08583	Canthaxanthin
C44H64O24	C08589	Crocin
C42H58O6	C08596	Fucoxanthin
C25H22O9	C08600	Silandrin
C35H46O2	C08607	Neurosporaxanthin
C40H50O2	C08610	Rhodoxanthin
C32H54O2	C08627	Hopane-29-acetate
C33H41O21	C08629	"Cyanidin 3,5,3'-tri-O-glucoside"
C32H52O2	C08630	Lupeol acetate
C29H48O3	C08631	Messagenin
C30H40O4	C08633	Pristimerin
C36H46O14	C08635	Taccalonolide A
C51H53O28	C08641	Gentiodelphin
C18H17O7	C08643	Hirsutidin
C15H11O7	C08646	6-Hydroxycyanidin
C15H11O5	C08652	Luteolinidin
C39H39O22	C08653	Malonylawobanin
C34H47NO12	C08655	Aconifine
C35H44N2O10	C08657	Anhwiedelphinine
C31H43NO7	C08658	Anopterine
C32H46N2O8	C08659	Inuline
C36H51N3O10	C08661	Avadharidine
C36H46N2O10	C08662	Barbinine
C33H45NO12	C08663	Beiwutine
C36H51NO11	C08664	Bikhaconitine
C21H33NO4	C08667	Cardiopetalidine
C37H52N2O11	C08668	Septentriodine
C24H41NO4	C08669	Cassaidine
C24H39NO4	C08670	Cassaine
C26H41NO7	C08675	Delcorine
C24H39NO7	C08676	Delcosine
C33H45NO9	C08677	Delphinine
C27H41NO8	C08679	Deltaline
C38H50N2O10	C08681	Elatine
C25H39NO6	C08682	Erythrophleguine
C33H46N2O10	C08684	Finaconitine
C22H33NO5	C08686	Heteratisine
C33H45NO10	C08688	Hypaconitine
C22H33NO4	C08689	Icaceine
C22H31NO6	C08690	Icacine
C34H47NO10	C08691	Indaconitine
C35H49NO12	C08692	Jesaconitine
C22H35NO4	C08693	Karakoline
C32H44N2O8	C08694	Lappaconitine
C36H48N2O10	C08696	Lycaconitine
C25H41NO7	C08697	Lycoctonine
C33H45NO11	C08698	Mesaconitine
C37H50N2O10	C08699	Methyllycaconitine
C22H33NO3	C08700	Napelline
C23H37NO5	C08701	Norerythrostachaldine
C38H50N2O11	C08702	Nudicauline
C24H35NO3	C08703	Ovatine
C36H51NO12	C08704	Pseudoaconitine
C25H35NO9	C08705	Ryanodine
C38H54N2O11	C08706	Septentrionine
C22H31NO3	C08707	Songorine
C22H29NO3	C08710	Spirasine I
C22H27NO3	C08711	Spiredine
C42H58N2O	C08712	Staphidine
C24H39NO5	C08713	Talatizamine
C17H15O7	C08716	Malvidin
C29H35O17	C08718	Malvin
C42H41O23	C08723	Monardaein
C15H9O6	C08728	Riccionidin A
C17H15O6	C08729	Rosinidin
C24H26O4	C08732	Albafuran A
C3H5N5O	C08733	Ammeline
C3H4N4O2	C08734	Ammelide
C3H6N6	C08737	Melamine
C34H26O8	C08738	Albanol A
C27H22O12	C08745	Lithospermic acid
C28H36O11	C08749	Bruceantin
C30H38O13	C08750	Bruceantinol
C20H26O9	C08752	Bruceine D
C32H42O16	C08753	Bruceoside A
C25H36O10	C08760	Glaucarubin
C28H36O10	C08767	12alpha-Hydroxyamoorstatin
C26H34O11	C08769	Isobrucein A
C26H30O7	C08775	Obacunone
C23H34O7	C08776	Picrasin C
C27H36O11	C08777	Quassimarin
C34H44O9	C08780	Salannin
C25H34O10	C08784	Soularubinone
C31H38O9	C08785	Toonacilin
C35H46O13	C08786	Trichilin A
C48H80O18	C08792	Carnosifloside VI
C32H46O9	C08793	Cucurbitacin A
C32H46O8	C08794	Cucurbitacin B
C32H44O8	C08797	Cucurbitacin E
C30H46O7	C08803	Cucurbitacin O
C30H48O7	C08804	Cucurbitacin P
C30H42O6	C08806	Cucurbitacin S
C30H44O6	C08807	11-Deoxocucurbitacin I
C39H56O12	C08809	Spinoside A
C29H40O8	C08810	Ajugalactone
C27H42O6	C08832	Podecdysone B
C30H44O7	C08845	Adynerin
C29H42O11	C08847	alpha-Antiarin
C31H42O10	C08849	Asclepin
C26H32O8	C08852	Bryophyllin A
C32H42O12	C08853	Bryotoxin A
C29H42O10	C08858	Convallatoxin
C30H44O9	C08859	Cymarin
C30H42O9	C08860	Decoside
C41H64O15	C08861	Diginatin
C36H56O14	C08862	Digitalin
C29H38O11	C08865	Eriocarpin
C41H64O14	C08866	Gitoxin
C36H52O15	C08868	Hellebrin
C29H36O11	C08870	Labriformidin
C31H39NO10S	C08871	Labriformin
C32H44O11	C08873	Lanceotoxin B
C30H46O8	C08876	Neriifolin
C29H44O11	C08878	Sarmentoloside
C36H52O13	C08879	Scillaren A
C32H44O12	C08880	Scilliroside
C42H64O19	C08882	Thevetin A
C29H38O9	C08883	Uscharidin
C30H44O10	C08884	Vernadigin
C33H52O9	C08885	Agavoside A
C50H82O23	C08900	Gitonin
C45H72O17	C08901	Gracillin
C45H76O19	C08904	Officinalisnin I
C51H84O23	C08908	Protogracillin
C50H80O23	C08910	Ruscoside
C32H52O9	C08916	Tokoronin
C51H84O22	C08917	Trigonelloside C
C36H54O10	C08920	Abrusoside A
C55H86O24	C08921	Aescin
C38H61NO8	C08922	Aridanin
C55H83NO21	C08926	Avenacin A-1
C34H28O9	C08928	Mulberrofuran C
C42H68O15	C08932	Bayogenin 3-O-cellobioside
C55H86O25	C08933	Camellidin I
C37H54O11	C08935	Cimicifugoside
C50H78O19	C08937	Colubrinoside
C42H66O15	C08941	Dianoside A
C41H64O12	C08943	Flaccidin B
C42H72O14	C08946	Ginsenoside Rg1
C47H78O18	C08949	Gypenoside XXV
C30H46O4	C08950	Gypsogenin
C24H28O7	C08951	Pseudorhodomyrtoxin
C42H64O14	C08952	Gypsogenin 3-O-rhamnosylglucuronide
C35H56O8	C08953	Hederagenin 3-O-arabinoside
C41H66O12	C08954	alpha-Hederin
C41H66O11	C08955	beta-Hederin
C35H54O7	C08957	Ilexolide A
C48H76O21	C08959	Medicagenic acid 3-O-triglucoside
C47H80O18	C08961	Notoginsenoside R1
C36H56O9	C08964	Oleanoic acid 3-O-glucuronide
C29H44O3	C08965	Pfaffic acid
C40H60O13	C08966	Pfaffoside A
C36H56O11	C08968	Phytolaccoside B
C30H44O5	C08971	Propapyriogenin A2
C42H68O13	C08975	Saikosaponin A
C48H78O17	C08976	Saikosaponin BK1
C48H78O18	C08983	Soyasaponin I
C42H66O14	C08984	Spinasaponin A
C42H70O14	C08985	Thalicoside A
C43H68O15	C08990	Yiamoloside B
C51H80O18	C08991	Ziziphin
C13H14O2	C08992	Tremetone
C31H24O10	C08995	Aurasperone D
C13H14O3	C09006	Eupatoriochromene
C17H14O2	C09007	Flindersiachromone
C16H8O4	C09008	Frutinone A
C26H30O8	C09009	Isobutyrylmallotochromene
C14H12O5	C09010	Khellin
C19H20O10	C09011	Khellol glucoside
C24H26O8	C09013	Mallotochromene
C16H18O5	C09016	5-O-Methylvisamminol
C22H20N2O7	C09020	Adifoline
C16H18N2	C09023	Agroclavine
C20H15N3O	C09032	Angustine
C21H22N2O4	C09034	Apodine
C18H20N2	C09036	(-)-Apparicine
C24H32N2O5	C09038	Aspidoalbine
C22H30N2O2	C09042	Aspidospermine
C33H42N4	C09043	Auricularine
C23H24N2O5	C09046	Bleekerine
C35H40N4O3	C09050	Bonafousine
C17H18N2O	C09052	Borreline
C24H28O9	C09055	6-Acetylpicropolin
C24H30O4	C09056	Ammoresinol
C23H36O6	C09063	Asebotoxin II
C32H50O8	C09065	Baliospermin
C35H44O9	C09068	Candletoxin A
C26H36O9	C09070	Caryoptin
C31H42O12	C09074	Clerodendrin A
C22H34O7	C09076	Coleonol
C33H54O11	C09078	Cotylenin F
C27H30O8	C09080	Daphnetoxin
C32H40N4	C09082	Borreverine
C23H26N2O4	C09084	Brucine
C27H38O7	C09086	Diterpenoid EF-D
C42H48N4O5	C09088	Callichiline
C26H42O8	C09093	Fusicoccin H
C36H36O10	C09095	Gnidicin
C37H44O10	C09096	Gnididin
C23H28N4	C09097	Calycanthidine
C14H8N2O	C09098	Canthin-6-one
C38H40N4O2	C09100	Caracurine V
C37H48O10	C09101	Gnididilatin
C37H42O10	C09102	Gniditrin
C22H36O7	C09103	Grayanotoxin I
C20H24O9S	C09105	Hallactone B
C23H28N2O6	C09106	Carapanaubine
C20H29O7S	C09109	Hymatoxin A
C34H36O7	C09113	"Ingenol 3,20-dibenzoate"
C24H30O13	C09114	Inumakilactone A glycoside
C38H42O14	C09122	Kansuinine B
C24H30O7	C09123	Athamantin
C36H52O8	C09127	Mancinellin
C46H54N4O10	C09129	Catharine
C19H16N2O2	C09130	Ceceline
C26H36O11	C09132	Mascaroside
C38H38O10	C09134	Mezerein
C21H36O4	C09137	Montanol
C17H18O7	C09141	Byakangelicin
C16H12N2	C09142	Cryptolepine
C30H40O7	C09143	Pedilstatin
C40H44N4O	C09144	C-Curarine
C22H29N2O4	C09152	Echitamine
C38H60O9	C09153	12-O-Palmitoyl-16-hydroxyphorbol 13-acetate
C43H52N4O6	C09156	Epivoacorine
C35H52O8	C09157	Phorbol 12-tiglate 13-decanoate
C26H24O5	C09158	Calophyllolide
